eaten,Verb (usu participle)
eating,Noun or Adjective
eats,Plural Noun
economise,Verb (transitive) or Verb (intransitive)
economised,Verb (transitive) or Verb (intransitive)
economises,Unknown
economising,Verb (transitive) or Verb (intransitive)
economize,Verb (usu participle)
economized,Verb (usu participle)
economizes,Unknown
economizing,Verb (usu participle)
ed,Noun
edge,Noun or Verb (transitive)
edged,Verb (usu participle)
edges,Unknown
edging,Noun or Adjective
eds,Noun
educate,Verb (usu participle)
educated,Adjective
educates,Unknown
educating,Verb (transitive)
education,Noun
educational,Adjective
educationally,Adverb
educator,Noun
educators,Unknown
effect,Noun or Verb (transitive)
effected,Unknown
effecting,Unknown
effective,Adjective
effectively,Adverb
effectiveness,Noun
effects,Plural Noun
efficiencies,Plural Noun
efficiency,Noun
efficient,Adjective
efficiently,Adverb
effort,Noun
effortless,Adjective
effortlessly,Adverb
efforts,Unknown
egg,Noun or Verb (transitive)
eggs,Unknown
eight,Noun or Definite Article
eighteen,Noun or Definite Article
eighteenth,Adjective or Noun
eighth,Adjective or Noun or Adverb
eighths,Unknown
eighties,Unknown
eightieth,Adjective or Noun
eights,Unknown
eighty,Noun or Definite Article
either,Definite Article or Conjunction or Adverb
elder,Adjective or Noun
elderly,Adjective
elders,Unknown
elect,Verb (transitive) or Adjective
elected,Unknown
electing,Unknown
election,Noun
elections,Unknown
electric,Adjective or Noun
electrical,Adjective
electrically,Adverb
electrician,Noun
electricians,Unknown
electricity,Noun
elects,Unknown
eleven,Noun or Definite Article
elevens,Unknown
eleventh,Adjective or Noun
else,Definite Article or Adverb
elsewhere,Adverb
embarrass,Verb (usu participle)
embarrassed,Unknown
embarrasses,Unknown
embarrassing,Unknown
embarrassingly,Adverb
embarrassment,Noun
emergencies,Plural Noun
emergency,Noun
emotion,Noun
emotional,Adjective
emotionally,Adverb
emotions,Unknown
emphases,Plural Noun
emphasis,Noun
emphasises,Unknown
employ,Verb (transitive) or Noun
employable,Adjective
employed,Unknown
employee,Noun
employees,Unknown
employer,Noun
employers,Unknown
employing,Unknown
employment,Noun
employs,Unknown
emptied,Adjective
empties,Adjective
emptiness,Noun
empty,Adjective or Verb (usu participle)
emptying,Adjective
encourage,Verb (transitive)
encouraged,Verb (transitive)
encouragement,Noun
encourages,Unknown
encouraging,Verb (transitive)
encouragingly,Adverb
end,Noun or Verb (transitive)
endanger,Verb (transitive)
endangered,Unknown
endangering,Unknown
endangers,Unknown
ended,Unknown
ending,Noun
endings,Unknown
endless,Adjective
endlessly,Adverb
ends,Unknown
energise,Verb (transitive) or Verb (intransitive)
energised,Verb (transitive) or Verb (intransitive)
energiser,Noun
energisers,Unknown
energises,Unknown
energising,Verb (transitive) or Verb (intransitive)
energize,Verb (usu participle) or Verb (transitive)
energized,Verb (usu participle)
energizes,Unknown
energizing,Verb (usu participle)
engage,Verb (usu participle) or Verb (intransitive)
engaged,Adjective
engagement,Noun
engagements,Unknown
engages,Unknown
engaging,Adjective
engine,Noun
engineer,Noun or Verb (transitive)
engineered,Unknown
engineering,Noun
engineers,Unknown
engines,Unknown
England,Noun
English,Noun or Adjective or Verb (transitive)
Englishman,Noun
Englishmen,Plural Noun
Englishwoman,Noun
Englishwomen,Plural Noun
enjoy,Verb (transitive)
enjoyable,Adjective
enjoyed,Unknown
enjoying,Unknown
enjoyment,Noun
enjoys,Unknown
enough,Definite Article or Adverb
enquire,Verb (usu participle)
enquired,Verb (transitive) or Verb (intransitive)
enquirer,Unknown
enquirers,Unknown
enquires,Unknown
enquiries,Plural Noun
enquiring,Verb (transitive) or Verb (intransitive)
enquiringly,Unknown
enquiry,Noun
enter,Verb (usu participle) or Verb (transitive) or Verb (intransitive)
entered,Unknown
entering,Unknown
enters,Unknown
entertain,Verb (usu participle) or Verb (transitive)
entertained,Unknown
entertainer,Noun
entertainers,Unknown
entertaining,Adjective
entertainment,Noun
entertainments,Unknown
entertains,Unknown
entire,Adjective or Noun
entirely,Adverb
entitle,Verb (transitive)
entitled,Verb (transitive)
entitles,Unknown
entitling,Verb (transitive)
entrance,Noun or Verb (transitive)
entrances,Unknown
entries,Plural Noun
entrust,Verb (transitive)
entrusted,Unknown
entrusting,Unknown
entrusts,Unknown
entry,Noun
environment,Noun
equal,Adjective or Noun or Verb (usu participle)
equaled,Unknown
equaling,Unknown
equalisation,Noun
equalise,Verb (transitive)
equalised,Verb (transitive)
equalises,Unknown
equality,Noun
equalization,Noun
equalize,Verb (transitive) or Verb (intransitive)
equalized,Verb (transitive)
equalizes,Unknown
equalled,Unknown
equalling,Unknown
equally,Adverb
equals,Unknown
escape,Verb (usu participle) or Verb (intransitive) or Verb (transitive) or Noun
escaped,Verb (usu participle)
escapes,Unknown
escaping,Verb (usu participle)
especial,Adjective
especially,Adverb
essential,Adjective or Noun
essentially,Adverb
essentials,Unknown
estimator,Noun
estimators,Unknown
etc,Noun
etcetera,Noun
Europe,Noun
European,Adjective or Noun
Europeans,Unknown
even,Adjective or Adverb or Noun
evening,Noun
evenings,Adverb
evenly,Adverb
event,Noun
eventful,Adjective
events,Unknown
eventualities,Plural Noun
ever,Adverb
every,Definite Article
everybody,Pronoun
everyday,Adjective
everyone,Pronoun
everything,Pronoun
everywhere,Adverb
ex,Preposition or Noun
exact,Adjective or Verb (transitive)
exactly,Adverb or Interjection
exactness,Noun
exam,Noun
examination,Noun
examinations,Unknown
examine,Verb (transitive)
examined,Verb (transitive)
examiner,Noun
examiners,Unknown
examines,Unknown
examining,Verb (transitive)
example,Noun or Verb (transitive)
examples,Unknown
exams,Unknown
excellence,Noun
excellent,Adjective
excellently,Adverb
except,Preposition or Conjunction or Verb (transitive) or Verb (intransitive)
excepting,Preposition or Conjunction
exception,Noun
exceptional,Adjective
exceptionally,Adverb
exceptions,Unknown
excess,Noun or Adjective
excesses,Unknown
excessive,Adjective
excessively,Adverb
exchange,Verb (transitive) or Noun
exchanged,Verb (usu participle)
exchanges,Unknown
exchanging,Verb (usu participle)
excitable,Adjective
excitably,Adverb
excite,Verb (transitive)
excited,Adjective
excitedly,Adverb
excitement,Noun
excites,Unknown
exciting,Adjective
exclusivity,Noun
excusable,Adjective
excuse,Verb (usu participle) or Verb (transitive) or Noun
excused,Verb (usu participle)
excuses,Unknown
excusing,Verb (usu participle)
exercise,Verb (usu participle) or Verb (intransitive) or Noun
exercised,Verb (usu participle)
exercises,Unknown
exercising,Verb (usu participle)
exhibitor,Noun
exhibitors,Unknown
exist,Verb (intransitive)
existed,Unknown
existence,Noun
existent,Adjective or Noun
existing,Unknown
exists,Unknown
expandable,Adjective
expect,Verb (transitive)
expectancy,Noun
expectant,Adjective or Noun
expectantly,Adverb
expectation,Noun
expectations,Unknown
expected,Unknown
expectedly,Unknown
expecting,Adjective
expects,Unknown
expense,Noun or Verb (transitive)
expenses,Unknown
expensive,Adjective
expensively,Adverb
experience,Noun or Verb (transitive)
experienced,Adjective
experiences,Unknown
experiencing,Verb (usu participle)
experiment,Noun or Verb (usu participle) or Verb (intransitive)
experimental,Adjective
experimentally,Adverb
experimentation,Noun
experimented,Unknown
experimenting,Unknown
experiments,Unknown
explain,Verb (usu participle) or Verb (transitive)
explained,Unknown
explaining,Unknown
explains,Unknown
explanation,Noun
explanations,Unknown
explanatory,Adjective
express,Verb (transitive) or Adjective or Noun or Adverb
expressed,Unknown
expresses,Unknown
expressing,Unknown
expression,Noun
expressionless,Adjective
expressionlessly,Adverb
expressions,Unknown
expressive,Adjective
expressively,Adverb
expressiveness,Noun
expressly,Adverb
extend,Verb (usu participle) or Verb (transitive) or Verb (intransitive)
extended,Adjective
extending,Unknown
extends,Unknown
extension,Noun
extensions,Unknown
extensive,Adjective
extensively,Adverb
extent,Noun
extra,Adjective or Noun or Adverb
extras,Unknown
extreme,Adjective or Noun
extremely,Adverb
extremes,Unknown
extremism,Noun
extremist,Noun or Adjective
extremists,Unknown
extremities,Plural Noun
extremity,Noun
eye,Noun or Verb (usu participle) or Verb (transitive)
eyes,Plural Noun
face,Noun or Verb (usu participle) or Verb (transitive)
faced,Verb (usu participle)
faces,Unknown
facial,Adjective or Noun
facing,Noun
fact,Noun
factories,Plural Noun
factory,Noun
facts,Unknown
factual,Adjective
factually,Adverb
fail,Verb (usu participle) or Verb (intransitive) or Verb (transitive) or Noun
failed,Unknown
failing,Noun or Preposition
failings,Unknown
fails,Unknown
fair,Adjective or Adverb or Verb (intransitive) or Noun
fairer,Unknown
fairest,Unknown
fairly,Adverb
fairness,Noun
faith,Noun or Interjection
faithful,Adjective or Noun
faithfully,Adverb
faithfulness,Noun
faithless,Adjective
faithlessly,Adverb
faiths,Unknown
fall,Verb (usu participle) or Verb (transitive) or Noun
fallen,Verb (usu participle) or Adjective
falling,Verb (usu participle)
falls,Unknown
familiar,Adjective or Noun
familiarisation,Noun
familiarise,Verb (transitive) or Verb (intransitive)
familiarised,Verb (transitive) or Verb (intransitive)
familiarises,Unknown
familiarising,Verb (transitive) or Verb (intransitive)
familiarity,Noun
familiarization,Noun
familiarize,Verb (transitive)
familiarized,Verb (usu participle)
familiarizes,Unknown
familiarizing,Verb (usu participle)
familiarly,Adverb
families,Plural Noun
family,Noun
famous,Adjective
famously,Adverb
fan,Noun or Verb (usu participle)
fancied,Adjective
fancy,Adjective or Noun or Verb (transitive) or Interjection
fanned,Verb (usu participle)
fanning,Verb (usu participle)
fans,Unknown
far,Adverb or Adjective or Noun or Interjection
faraway,Adjective
farm,Noun or Verb (transitive) or Verb (intransitive)
farmer,Noun
farmers,Unknown
farms,Unknown
fashion,Noun or Verb (transitive)
fashionable,Adjective
fashionably,Adverb
fashioned,Unknown
fashions,Unknown
fast,Adjective or Adverb or Interjection or Verb (intransitive) or Noun
faster,Unknown
fastest,Unknown
fat,Noun or Adjective
father,Noun or Verb (transitive)
fatherly,Adjective
fathers,Unknown
fatness,Noun
fats,Noun
fatten,Verb (usu participle) or Verb (transitive)
fattened,Unknown
fattening,Unknown
fattens,Unknown
fatter,Adjective
fattest,Noun or Verb (usu participle) or Adjective
fattiness,Noun
fatty,Adjective or Noun
fault,Noun or Verb (usu participle) or Verb (transitive) or Verb (intransitive)
faulted,Unknown
faultless,Adjective
faults,Unknown
faulty,Adjective
favor,Noun or Verb (transitive)
favorable,Adjective
favorably,Adverb
favored,Adjective
favoring,Unknown
favorite,Noun or Adjective
favorites,Unknown
favors,Unknown
favour,Noun or Verb (transitive)
favourable,Adjective
favourably,Adverb
favoured,Adjective
favouring,Unknown
favourite,Adjective or Noun
favourites,Unknown
favours,Plural Noun
fear,Noun or Verb (usu participle) or Verb (transitive) or Verb (intransitive)
feared,Unknown
fearful,Adjective
fearfully,Adverb
fearing,Unknown
fearless,Adjective
fearlessly,Adverb
fearlessness,Noun
fears,Unknown
featureless,Adjective
fed,Verb (usu participle) or Noun
feed,Verb (usu participle) or Verb (intransitive) or Noun
feeding,Noun or Verb (usu participle)
feeds,Unknown
feel,Verb (usu participle) or Verb (transitive) or Verb (intransitive) or Noun
feeling,Noun or Adjective
feelings,Unknown
feels,Unknown
feet,Noun
fell,Verb (usu participle) or Verb (transitive) or Noun or Adjective
fellow,Noun or Verb (transitive)
fellows,Unknown
felt,Verb (usu participle) or Noun or Verb (transitive) or Verb (intransitive)
female,Adjective or Noun
females,Unknown
fence,Noun or Verb (transitive) or Verb (intransitive)
fenced,Verb (usu participle)
fences,Unknown
fencing,Noun
fetch,Verb (usu participle) or Noun
fetched,Unknown
fetches,Unknown
fetching,Adjective
few,Definite Article or Noun
fewer,Adjective or Pronoun
fewest,Unknown
ff,Noun
field,Noun or Verb (transitive) or Verb (intransitive)
fields,Unknown
fifteen,Noun or Definite Article
fifteenth,Adjective or Noun
fifth,Adjective or Noun or Adverb
fifthly,Adverb
fifths,Unknown
fifties,Plural Noun
fiftieth,Adjective or Noun
fifty,Noun or Definite Article
fig,Noun or Verb (usu participle)
fight,Verb (usu participle) or Verb (transitive) or Verb (intransitive) or Noun
fighter,Noun
fighters,Unknown
fighting,Verb (usu participle)
fights,Unknown
figs,Unknown
figure,Noun or Verb (intransitive) or Verb (usu participle) or Verb (transitive)
figured,Adjective
figures,Unknown
fill,Verb (usu participle) or Noun
filled,Unknown
filling,Noun
fillings,Unknown
fills,Unknown
film,Noun or Verb (usu participle)
filmed,Unknown
filming,Noun
films,Unknown
find,Verb (usu participle) or Noun
finding,Noun or Verb (usu participle)
findings,Unknown
finds,Unknown
fine,Noun or Verb (transitive)
finely,Adverb
finer,Adjective
finest,Adverb or Verb (usu participle) or Adjective
finger,Noun or Verb (transitive) or Verb (intransitive)
fingers,Unknown
finish,Verb (usu participle) or Verb (intransitive) or Noun
finished,Adjective
finishes,Unknown
finishing,Unknown
fire,Noun or Verb (usu participle)
fired,Verb (usu participle)
fires,Unknown
firing,Noun
firm,Adjective or Adverb or Verb (usu participle) or Verb (intransitive) or Noun
firmer,Unknown
firmest,Unknown
firmly,Adverb
firmness,Noun
firms,Unknown
first,Adjective or Noun or Adverb
firstly,Adverb
firsts,Plural Noun
fish,Noun or Verb (intransitive) or Verb (transitive)
fished,Unknown
fisherman,Noun
fishermen,Plural Noun
fishes,Unknown
fishing,Noun
fit,Noun
fitness,Noun
fits,Unknown
fitted,Adjective
fitter,Noun
fittest,Unknown
fitting,Adjective or Noun
fittingly,Adverb
five,Noun or Definite Article
fives,Noun
fix,Verb (usu participle) or Verb (intransitive) or Noun
fixable,Adjective
fixed,Adjective
fixedly,Adverb
fixes,Unknown
fixing,Noun or Verb (usu participle) or Verb (transitive)
flat,Adjective or Adverb or Noun or Verb (usu participle) or Verb (intransitive)
flatly,Adverb
flatten,Verb (usu participle) or Verb (transitive) or Verb (intransitive)
flattened,Unknown
flattening,Unknown
flattens,Unknown
flattest,Noun or Verb (usu participle) or Adjective
flew,Verb (usu participle) or Noun
flexibly,Adverb
flies,Plural Noun
float,Verb (usu participle) or Verb (transitive) or Noun
floated,Unknown
floating,Adjective
floats,Plural Noun
floor,Noun or Verb (usu participle) or Verb (transitive)
floors,Unknown
flow,Verb (usu participle) or Verb (transitive) or Noun
flowed,Unknown
flower,Noun or Verb (intransitive) or Verb (transitive)
flowered,Adjective
flowering,Adjective
flowers,Unknown
flowery,Adjective
flowing,Adjective
flown,Verb (usu participle) or Adjective
flows,Unknown
fly,Verb (usu participle) or Verb (intransitive) or Verb (transitive) or Noun or Adjective
flying,Adjective or Noun or Adverb
focusses,Unknown
folk,Noun
folks,Unknown
follow,Verb (usu participle) or Verb (transitive) or Noun
followed,Unknown
follower,Noun
followers,Unknown
following,Adjective or Noun
follows,Unknown
food,Noun
foods,Unknown
fool,Noun or Verb (transitive) or Verb (intransitive) or Adjective
fooled,Unknown
fooling,Unknown
foolish,Adjective
foolishly,Adverb
foolishness,Noun
fools,Unknown
foot,Noun or Verb (usu participle) or Verb (transitive)
football,Noun
footballs,Unknown
for,Preposition or Conjunction
force,Noun or Verb (transitive)
forced,Adjective
forceful,Adjective
forcefully,Adverb
forces,Unknown
forcibly,Adverb
forcing,Verb (usu participle)
foreign,Adjective
foreigner,Noun
foreigners,Unknown
forest,Noun or Verb (transitive)
forested,Unknown
foresting,Unknown
forests,Unknown
forgave,Verb (usu participle)
forget,Verb (usu participle) or Verb (transitive)
forgetful,Adjective
forgetfully,Adverb
forgetfulness,Noun
forgets,Unknown
forgetting,Verb (usu participle)
forgive,Verb (usu participle) or Verb (transitive)
forgiven,Verb (usu participle)
forgiveness,Noun
forgives,Unknown
forgiving,Adjective
forgot,Verb (usu participle)
forgotten,Verb (usu participle)
form,Noun or Verb (usu participle) or Verb (transitive)
formal,Adjective or Noun
formalisation,Noun
formalise,Verb (transitive) or Verb (intransitive)
formalised,Verb (transitive) or Verb (intransitive)
formalising,Verb (transitive) or Verb (intransitive)
formalities,Plural Noun
formality,Noun
formalization,Noun
formalize,Verb (usu participle) or Verb (transitive)
formalized,Verb (usu participle)
formalizing,Verb (usu participle)
formally,Adverb
formation,Noun
formations,Unknown
formed,Unknown
forming,Unknown
formless,Adjective
formlessness,Noun
forms,Unknown
forties,Plural Noun
fortieth,Adjective or Noun
fortunate,Adjective
fortunately,Adverb
fortune,Noun or Verb (usu participle)
fortunes,Unknown
forty,Noun or Definite Article
fortyish,Adjective
forward,Adjective or Noun or Adverb or Verb (transitive)
forwards,Adverb
fought,Verb (usu participle)
four,Noun or Definite Article
fours,Unknown
fourteen,Noun or Definite Article
fourteenth,Adjective or Noun
fourth,Adjective or Noun or Adverb
fourthly,Adverb
fraction,Noun or Verb (transitive)
fractional,Adjective
fractionally,Adverb
fractions,Unknown
frame,Noun or Verb (usu participle) or Verb (intransitive)
framed,Verb (usu participle)
frames,Unknown
framing,Noun
France,Noun
frank,Adjective or Verb (usu participle) or Verb (transitive) or Noun
franker,Noun
frankest,Unknown
frankly,Adverb
frankness,Noun
free,Adjective or Adverb or Verb (usu participle) or Verb (transitive) or Noun
freed,Unknown
freedom,Noun
freedoms,Unknown
freeing,Adjective
freely,Adverb
freeze,Verb (usu participle) or Noun or Verb (transitive) or Verb (intransitive)
freezer,Noun
freezers,Unknown
freezes,Unknown
freezing,Adjective or Verb (usu participle)
french,Unknown
frenchman,Unknown
frenchmen,Unknown
frenchwoman,Unknown
frenchwomen,Unknown
fresh,Adjective or Noun or Verb (usu participle) or Adverb
freshen,Verb (usu participle) or Verb (intransitive)
freshened,Unknown
freshening,Unknown
freshens,Unknown
fresher,Noun
freshest,Unknown
freshly,Adverb
freshness,Noun
Fri,Noun
Friday,Noun
Fridays,Adverb
fridge,Noun
fridges,Unknown
friend,Noun or Verb (transitive)
friendliness,Noun
friendly,Adjective or Noun
friends,Unknown
friendship,Noun
friendships,Unknown
fright,Noun
frighten,Verb (transitive)
frightened,Adjective
frightening,Unknown
frighteningly,Adverb
frightens,Unknown
frightful,Adjective
frights,Unknown
from,Preposition
front,Noun or Adjective or Verb (usu participle) or Verb (transitive) or Verb (intransitive)
fronts,Unknown
froze,Verb (usu participle)
frozen,Verb (usu participle) or Adjective
fruit,Noun or Verb (usu participle)
fruitless,Adjective
fruits,Unknown
fruity,Adjective
ft,Noun
fuel,Noun or Verb (usu participle)
fueled,Verb (usu participle)
fueling,Verb (usu participle)
fuelled,Verb (usu participle)
fuelling,Verb (usu participle)
fuels,Unknown
full,Adjective or Adverb or Noun or Verb (transitive) or Verb (intransitive) or Verb (usu participle)
fuller,Noun or Verb (transitive)
fullest,Unknown
fullness,Noun
fully,Adverb
fun,Noun or Verb (usu participle)
function,Noun or Verb (intransitive)
functionalities,Unknown
functionality,Unknown
funnier,Adjective
funniest,Adjective
funnily,Adverb
funny,Adjective or Noun
furniture,Noun
further,Adverb or Adjective or Verb (transitive)
furthers,Unknown
furthest,Adverb or Adjective
future,Noun or Adjective
futures,Plural Noun
futuristic,Adjective
gain,Verb (transitive) or Verb (intransitive) or Noun
gained,Unknown
gaining,Unknown
gains,Plural Noun
game,Noun or Adjective or Verb (intransitive)
games,Unknown
gap,Noun or Verb (usu participle)
gaps,Unknown
garage,Noun or Verb (transitive)
garages,Unknown
garden,Noun or Verb (usu participle)
gardener,Noun
gardeners,Unknown
gardening,Noun
gardens,Unknown
gas,Noun or Verb (usu participle)
gaseous,Adjective
gases,Plural Noun
gasoline,Noun
gate,Noun or Verb (transitive)
gates,Unknown
gather,Verb (usu participle) or Noun or Verb (transitive) or Verb (intransitive)
gathered,Unknown
gathering,Noun
gatherings,Unknown
gathers,Unknown
gave,Verb (usu participle)
gear,Noun or Verb (transitive) or Verb (intransitive)
geared,Unknown
gears,Unknown
general,Adjective or Noun
generalisable,Adjective
generalisation,Noun
generalisations,Unknown
generalise,Verb (intransitive) or Verb (transitive)
generalised,Verb (intransitive) or Verb (transitive)
generalises,Unknown
generalising,Verb (intransitive) or Verb (transitive)
generalization,Noun
generalizations,Unknown
generalize,Verb (usu participle) or Verb (intransitive) or Verb (transitive)
generalized,Verb (usu participle)
generalizes,Unknown
generalizing,Verb (usu participle)
generally,Adverb
generated,Verb (transitive)
generational,Unknown
generative,Adjective
gentleman,Noun
gentlemanly,Adjective
gentlemen,Plural Noun
German,Noun or Adjective
Germans,Unknown
Germany,Noun
get,Verb (usu participle) or Verb (intransitive) or Noun
gets,Unknown
getting,Unknown
gift,Noun or Verb (transitive)
gifted,Adjective
gifts,Unknown
girl,Noun
girls,Unknown
give,Verb (usu participle) or Verb (intransitive) or Noun
given,Verb (usu participle) or Noun
gives,Unknown
giving,Verb (usu participle)
glad,Adjective or Verb (transitive) or Noun
gladden,Verb (usu participle)
gladdened,Unknown
gladdening,Unknown
gladdens,Unknown
gladder,Unknown
gladdest,Unknown
gladly,Adverb
gladness,Noun
glass,Noun or Verb (transitive)
glasses,Plural Noun
go,Noun or Verb (usu participle) or Verb (transitive)
goalless,Adjective
god,Noun
goddess,Noun
gods,Unknown
goes,Verb (usu participle) or Noun
going,Noun or Adjective
gold,Noun
golden,Adjective
golf,Noun or Verb (intransitive)
golfer,Noun
golfers,Unknown
golfing,Unknown
gone,Verb (usu participle) or Adjective
good,Adjective or Interjection or Noun
goodbye,Noun
goodbyes,Unknown
goodness,Noun or Interjection
goodnight,Unknown
goods,Plural Noun
got,Verb (usu participle)
gotten,Verb (usu participle)
gov,Noun
govern,Verb (usu participle)
governed,Unknown
governing,Unknown
government,Noun
governmental,Adjective
governments,Unknown
governor,Noun
governors,Unknown
governs,Unknown
govt,Unknown
grab,Verb (usu participle) or Verb (transitive) or Verb (intransitive) or Noun
grabbed,Verb (usu participle)
grabbing,Verb (usu participle)
grabs,Unknown
grace,Noun or Verb (transitive)
graced,Verb (usu participle)
graceful,Adjective
gracefully,Adverb
graceless,Adjective
graces,Unknown
gracing,Verb (usu participle)
grader,Noun
gradual,Adjective or Noun
gradually,Adverb
grand,Adjective or Noun
grandchild,Noun
grandchildren,Plural Noun
granddaughter,Noun
granddaughters,Unknown
grandfather,Noun
grandfathers,Unknown
grandmother,Noun
grandmothers,Unknown
grandparent,Noun
grandparents,Unknown
grandson,Noun
grandsons,Unknown
graph,Noun or Verb (transitive)
graphed,Unknown
graphs,Unknown
grass,Noun or Verb (usu participle) or Verb (transitive)
grateful,Adjective
gratefully,Adverb
gray,Adjective or Noun or Verb (usu participle)
great,Adjective or Adverb or Noun
greater,Unknown
greatest,Adjective or Noun
greatly,Adverb
greatness,Noun
green,Noun or Adjective or Verb (usu participle)
greener,Unknown
grew,Verb (usu participle)
grey,Adjective or Noun or Verb (usu participle)
greys,Unknown
ground,Noun or Verb (transitive) or Verb (intransitive) or Verb (usu participle) or Adjective
groundless,Adjective
grounds,Unknown
group,Noun or Verb (usu participle)
grouped,Unknown
groups,Unknown
grow,Verb (usu participle) or Verb (intransitive)
growing,Adjective or Verb (usu participle)
grown,Adjective
grows,Unknown
growth,Noun
growths,Unknown
guard,Verb (usu participle) or Verb (transitive) or Verb (intransitive) or Noun
guarded,Adjective
guarding,Unknown
guards,Unknown
guess,Verb (usu participle) or Noun
guessed,Unknown
guesses,Unknown
guessing,Unknown
guidance,Noun
guide,Verb (usu participle) or Verb (transitive) or Noun
guided,Adjective or Verb (usu participle)
guides,Unknown
guiding,Verb (usu participle)
guilt,Noun
guiltily,Adverb
guiltless,Adjective
guilty,Adjective
gun,Noun or Verb (usu participle)
gunner,Noun
gunners,Unknown
guns,Noun or Verb (usu participle) or Verb (transitive) or Adjective
guy,Noun or Verb (transitive)
guys,Unknown
had,Verb (usu participle)
hadn(|)t,Unknown
hair,Noun
hairy,Adjective
half,Noun or Definite Article or Adjective or Adverb
halfway,Adverb or Adjective
hall,Noun
halls,Unknown
halves,Noun
hand,Noun or Verb (transitive)
handed,Adjective
handful,Noun
handfuls,Plural Noun
handing,Unknown
handle,Noun or Verb (usu participle) or Verb (intransitive)
handled,Verb (usu participle)
handles,Unknown
handling,Noun
hands,Noun
handwriting,Noun
handwritten,Adjective
hang,Verb (usu participle) or Noun or Verb (intransitive) or Verb (transitive)
hanged,Unknown
hanger,Noun
hangers,Unknown
hanging,Noun or Adjective
hangs,Unknown
happen,Verb (intransitive) or Verb (transitive) or Adverb
happened,Unknown
happening,Noun
happens,Unknown
happier,Adjective
happiest,Adjective
happily,Adverb
happiness,Noun
happy,Adjective or Interjection
hard,Adjective or Adverb or Noun
harden,Verb (usu participle) or Verb (intransitive) or Noun
hardened,Adjective
hardening,Noun
hardens,Unknown
harder,Unknown
hardest,Unknown
hardly,Adverb
hardship,Noun
hardships,Unknown
hardworking,Unknown
harm,Noun or Verb (transitive)
harmed,Unknown
harmful,Adjective
harmfully,Adverb
harming,Unknown
harmless,Adjective
harmlessly,Adverb
harms,Unknown
has,Verb (usu participle)
hasn(|)t,Unknown
hat,Noun or Verb (usu participle)
hate,Verb (usu participle) or Verb (intransitive) or Noun
hated,Verb (usu participle)
hateful,Adjective
hatefully,Adverb
hatefulness,Noun
hates,Unknown
hating,Verb (usu participle)
hatred,Noun
hats,Unknown
have,Verb (usu participle) or Noun
haven(|)t,Unknown
having,Unknown
he,Pronoun or Noun or Interjection
head,Noun or Verb (transitive) or Verb (intransitive)
headed,Adjective
heading,Noun
headings,Unknown
heads,Interjection or Adverb
health,Noun or Interjection
healthier,Adjective
healthiest,Adjective
healthily,Adverb
healthy,Adjective
hear,Verb (usu participle) or Verb (transitive) or Verb (intransitive)
heard,Verb (usu participle)
hears,Unknown
heart,Noun or Verb (usu participle)
hearten,Verb (usu participle)
hearts,Noun
heat,Noun or Verb (usu participle)
heated,Adjective
heater,Noun
heaters,Unknown
heating,Unknown
heats,Unknown
heaven,Noun
heavenly,Adjective
heavens,Unknown
heavier,Adjective
heaviest,Adjective
heavily,Adverb
heaviness,Noun
heavy,Adjective or Noun
held,Verb (usu participle)
hell,Noun or Interjection
hello,Noun
help,Verb (usu participle) or Verb (transitive) or Noun or Interjection
helped,Verb (usu participle)
helper,Noun
helpers,Unknown
helpful,Adjective
helpfully,Adverb
helpfulness,Noun
helping,Noun
helpless,Adjective
helplessly,Adverb
helplessness,Noun
helps,Unknown
her,Pronoun or Definite Article
here,Adverb
hers,Pronoun
herself,Pronoun
hey,Interjection
hi,Interjection
hid,Verb (usu participle)
hidden,Verb (usu participle) or Adjective
hide,Verb (usu participle) or Verb (transitive) or Noun
hides,Unknown
hiding,Noun
high,Adjective or Adverb or Noun
higher,Unknown
highest,Unknown
highly,Adverb
highs,Unknown
highway,Noun
highways,Unknown
hill,Noun or Verb (transitive)
hills,Plural Noun
hillside,Noun
hillsides,Unknown
hilly,Adjective
him,Pronoun
himself,Pronoun
hire,Verb (transitive) or Noun
hired,Verb (usu participle)
hires,Unknown
hiring,Verb (usu participle)
his,Definite Article or Pronoun
historian,Noun
historians,Unknown
historic,Adjective
historical,Adjective
historically,Adverb
histories,Plural Noun
history,Noun
hit,Adjective or Verb (usu participle) or Noun
hits,Unknown
hitting,Verb (usu participle)
hold,Verb (usu participle) or Verb (transitive) or Verb (intransitive) or Noun
holds,Unknown
hole,Noun or Verb (usu participle)
holes,Unknown
holiday,Noun or Verb (intransitive)
holidays,Unknown
holiest,Adjective
holiness,Noun
holy,Adjective or Noun
home,Noun or Adjective or Adverb or Verb (intransitive)
homeless,Adjective
homelessness,Noun
homes,Unknown
homework,Noun
honest,Adjective
honestly,Adverb or Interjection
honesty,Noun
honor,Noun or Verb (usu participle)
honorable,Adjective
honorably,Adverb
honorary,Adjective
honored,Unknown
honoring,Unknown
honors,Plural Noun
honour,Noun or Verb (transitive) or Adjective
honourable,Adjective
honourably,Adverb
honoured,Unknown
honouring,Unknown
honours,Unknown
hook,Noun or Verb (usu participle) or Verb (transitive)
hooked,Adjective
hooking,Unknown
hooks,Unknown
hope,Noun or Verb (transitive) or Verb (intransitive)
hoped,Verb (usu participle)
hopeful,Adjective or Noun
hopefully,Adverb
